match_id,date,season,round,team,opponent,is_home,own_score,opp_score,result,tries,tackles_attempted,tackles_made,tackle_success_rate,carries,carry_metres,lineout_throws,lineout_won,lineout_success_rate,scrum_attempts,scrum_won,scrum_success_rate,turnovers_conceded,turnovers_won,penalties_conceded,yellow_cards,red_cards,possession_seconds,line_breaks,entries_22,entries_22_tries
948752,2025-12-13,2026,1,BlackRams Tokyo,Tokyo Sungoliath,Y,15,29,L,2,205,184,0.8976,71,611.0,14,7,0.5,48,48,1.0,9,8,15,2,0,689.7,4,6,2
948748,2025-12-13,2026,1,Kobelco Kobe Steelers,Kubota Spears,Y,28,33,L,3,158,142,0.8987,160,973.0,14,13,0.9286,24,24,1.0,7,8,13,1,0,1158.3,7,10,3
948748,2025-12-13,2026,1,Kubota Spears,Kobelco Kobe Steelers,N,33,28,W,4,209,182,0.8708,111,641.0,14,12,0.8571,16,16,1.0,8,7,10,0,1,871.8,3,10,4
948749,2025-12-13,2026,1,Mie Honda Heat,Toyota Verblitz,N,33,44,L,5,300,246,0.82,133,691.0,12,9,0.75,32,32,1.0,11,6,8,0,0,947.5,4,10,5
948747,2025-12-13,2026,1,Mitsubishi Sagamihara Dynaboars,Urayasu D-Rocks,N,24,27,L,3,175,142,0.8114,147,813.0,10,8,0.8,75,60,0.8,10,20,14,3,0,1175.7,7,11,3
948752,2025-12-13,2026,1,Tokyo Sungoliath,BlackRams Tokyo,N,29,15,W,5,121,101,0.8347,128,973.0,13,10,0.7692,56,56,1.0,8,9,9,0,0,1016.6,6,10,5
948749,2025-12-13,2026,1,Toyota Verblitz,Mie Honda Heat,Y,44,33,W,6,197,178,0.9036,179,857.0,7,7,1.0,61,38,0.623,6,11,10,1,0,1231.0,10,9,6
948747,2025-12-13,2026,1,Urayasu D-Rocks,Mitsubishi Sagamihara Dynaboars,Y,27,24,W,3,221,200,0.905,133,941.0,17,11,0.6471,56,56,1.0,20,10,10,0,0,988.4,9,12,3
948750,2025-12-14,2026,1,Saitama Wild Knights,Toshiba Brave Lupus Tokyo,N,46,0,W,4,174,152,0.8736,112,686.0,15,11,0.7333,88,80,0.9091,4,14,8,0,0,1106.4,9,11,4
948751,2025-12-14,2026,1,Shizuoka BlueRevs,Yokohama Canon Eagles,N,39,27,W,6,213,201,0.9437,115,860.0,12,11,0.9167,56,56,1.0,5,7,13,1,0,975.6,9,7,6
948750,2025-12-14,2026,1,Toshiba Brave Lupus Tokyo,Saitama Wild Knights,Y,0,46,L,0,168,151,0.8988,109,663.0,13,12,0.9231,24,16,0.6667,14,4,20,2,0,895.6,6,4,0
948751,2025-12-14,2026,1,Yokohama Canon Eagles,Shizuoka BlueRevs,Y,27,39,L,3,206,184,0.8932,143,902.0,12,11,0.9167,48,48,1.0,7,5,12,2,0,1153.9,5,12,3
948753,2025-12-20,2026,2,BlackRams Tokyo,Kubota Spears,N,28,50,L,3,163,133,0.816,88,567.0,24,20,0.8333,64,64,1.0,10,12,4,0,0,875.9,7,9,3
948753,2025-12-20,2026,2,Kubota Spears,BlackRams Tokyo,Y,50,28,W,7,121,98,0.8099,95,838.0,14,13,0.9286,31,23,0.7419,12,10,17,1,0,911.5,7,12,7
948754,2025-12-20,2026,2,Tokyo Sungoliath,Toyota Verblitz,Y,43,25,W,6,173,146,0.8439,128,893.0,16,16,1.0,16,16,1.0,15,13,9,1,0,1075.2,7,12,6
948754,2025-12-20,2026,2,Toyota Verblitz,Tokyo Sungoliath,N,25,43,L,3,186,150,0.8065,113,721.0,15,12,0.8,46,46,1.0,13,15,8,1,0,940.0,9,6,3
948758,2025-12-21,2026,2,Kobelco Kobe Steelers,Mie Honda Heat,N,28,23,W,4,213,195,0.9155,103,624.0,5,4,0.8,56,48,0.8571,13,10,14,2,0,853.8,2,7,4
948758,2025-12-21,2026,2,Mie Honda Heat,Kobelco Kobe Steelers,Y,23,28,L,1,183,166,0.9071,133,756.0,16,14,0.875,86,78,0.907,10,13,7,2,0,1104.1,6,11,1
948757,2025-12-21,2026,2,Mitsubishi Sagamihara Dynaboars,Yokohama Canon Eagles,Y,17,10,W,3,160,138,0.8625,116,574.0,15,14,0.9333,40,32,0.8,12,8,13,1,1,1052.2,3,8,3
948755,2025-12-21,2026,2,Saitama Wild Knights,Urayasu D-Rocks,Y,37,19,W,5,200,169,0.845,91,687.0,19,15,0.7895,32,32,1.0,17,8,8,0,0,1012.0,7,9,5
948756,2025-12-21,2026,2,Shizuoka BlueRevs,Toshiba Brave Lupus Tokyo,Y,22,26,L,3,128,108,0.8438,107,631.0,20,18,0.9,96,88,0.9167,11,7,14,0,0,916.2,2,13,3
948756,2025-12-21,2026,2,Toshiba Brave Lupus Tokyo,Shizuoka BlueRevs,N,26,22,W,4,150,131,0.8733,84,511.0,17,13,0.7647,56,40,0.7143,7,11,17,1,0,722.0,3,7,4
948755,2025-12-21,2026,2,Urayasu D-Rocks,Saitama Wild Knights,N,19,37,L,3,126,110,0.873,119,796.0,22,15,0.6818,64,32,0.5,8,17,17,0,0,1057.1,4,12,3
948757,2025-12-21,2026,2,Yokohama Canon Eagles,Mitsubishi Sagamihara Dynaboars,N,10,17,L,2,179,163,0.9106,116,715.0,14,11,0.7857,64,56,0.875,8,12,14,0,0,931.3,8,9,2
948763,2025-12-27,2026,3,BlackRams Tokyo,Mie Honda Heat,Y,32,28,W,4,188,170,0.9043,118,743.0,15,14,0.9333,48,48,1.0,14,9,12,2,0,826.8,8,11,4
948764,2025-12-27,2026,3,Kobelco Kobe Steelers,Toyota Verblitz,Y,49,29,W,7,268,237,0.8843,95,697.0,10,10,1.0,77,77,1.0,6,12,14,1,0,797.4,5,10,7
948759,2025-12-27,2026,3,Kubota Spears,Tokyo Sungoliath,Y,79,20,W,11,216,179,0.8287,124,1013.0,10,9,0.9,32,24,0.75,8,17,8,1,0,925.1,13,18,11
948763,2025-12-27,2026,3,Mie Honda Heat,BlackRams Tokyo,N,28,32,L,4,156,139,0.891,110,770.0,17,15,0.8824,88,64,0.7273,9,14,13,0,0,858.6,4,10,4
948759,2025-12-27,2026,3,Tokyo Sungoliath,Kubota Spears,N,20,79,L,2,188,160,0.8511,126,784.0,10,10,1.0,48,32,0.6667,17,8,11,0,0,1056.6,3,4,2
948764,2025-12-27,2026,3,Toyota Verblitz,Kobelco Kobe Steelers,N,29,49,L,4,148,128,0.8649,159,932.0,18,16,0.8889,64,64,1.0,12,6,7,0,0,1141.0,2,12,4
948762,2025-12-28,2026,3,Mitsubishi Sagamihara Dynaboars,Saitama Wild Knights,Y,3,33,L,0,162,145,0.8951,114,688.0,18,14,0.7778,40,32,0.8,11,10,16,2,0,965.6,5,8,0
948762,2025-12-28,2026,3,Saitama Wild Knights,Mitsubishi Sagamihara Dynaboars,N,33,3,W,5,178,158,0.8876,137,960.0,23,20,0.8696,84,69,0.8214,10,11,12,2,0,1073.3,4,11,5
948761,2025-12-28,2026,3,Shizuoka BlueRevs,Urayasu D-Rocks,Y,21,34,L,3,202,176,0.8713,173,1402.0,11,11,1.0,56,48,0.8571,18,10,11,0,0,1126.7,7,13,3
948760,2025-12-28,2026,3,Toshiba Brave Lupus Tokyo,Yokohama Canon Eagles,N,41,19,W,7,147,118,0.8027,111,799.0,12,10,0.8333,64,56,0.875,11,12,14,1,1,985.1,8,12,7
948761,2025-12-28,2026,3,Urayasu D-Rocks,Shizuoka BlueRevs,N,34,21,W,4,219,187,0.8539,121,962.0,10,7,0.7,80,64,0.8,10,18,12,1,0,998.1,5,9,4
948760,2025-12-28,2026,3,Yokohama Canon Eagles,Toshiba Brave Lupus Tokyo,Y,19,41,L,3,182,159,0.8736,88,614.0,17,11,0.6471,88,64,0.7273,12,11,12,0,0,711.9,3,8,3
948769,2026-01-10,2026,4,BlackRams Tokyo,Toyota Verblitz,N,37,29,W,4,174,148,0.8506,134,908.0,15,12,0.8,61,61,1.0,9,14,9,3,0,1062.2,8,11,4
948768,2026-01-10,2026,4,Kobelco Kobe Steelers,Tokyo Sungoliath,N,22,20,W,3,197,177,0.8985,155,960.0,22,20,0.9091,8,8,1.0,16,11,9,0,0,1236.2,4,14,3
948765,2026-01-10,2026,4,Mitsubishi Sagamihara Dynaboars,Toshiba Brave Lupus Tokyo,N,22,47,L,3,106,81,0.7642,144,886.0,14,12,0.8571,56,56,1.0,12,6,11,1,0,1206.2,5,9,3
948766,2026-01-10,2026,4,Saitama Wild Knights,Shizuoka BlueRevs,Y,37,22,W,6,197,158,0.802,111,860.0,15,11,0.7333,55,47,0.8545,15,14,11,1,0,974.6,9,13,6
948766,2026-01-10,2026,4,Shizuoka BlueRevs,Saitama Wild Knights,N,22,37,L,3,191,156,0.8168,138,1053.0,11,9,0.8182,71,56,0.7887,14,15,11,1,0,972.0,5,7,3
948768,2026-01-10,2026,4,Tokyo Sungoliath,Kobelco Kobe Steelers,Y,20,22,L,2,238,205,0.8613,114,739.0,8,7,0.875,59,51,0.8644,11,16,16,1,1,1030.8,3,5,2
948765,2026-01-10,2026,4,Toshiba Brave Lupus Tokyo,Mitsubishi Sagamihara Dynaboars,Y,47,22,W,7,253,219,0.8656,84,672.0,16,13,0.8125,80,56,0.7,6,12,17,3,0,652.3,10,9,7
948769,2026-01-10,2026,4,Toyota Verblitz,BlackRams Tokyo,Y,29,37,L,4,222,179,0.8063,102,706.0,17,15,0.8824,16,16,1.0,14,9,16,1,0,901.2,6,11,4
948767,2026-01-10,2026,4,Urayasu D-Rocks,Yokohama Canon Eagles,Y,28,22,W,4,233,208,0.8927,105,732.0,13,11,0.8462,64,48,0.75,6,13,9,0,0,936.5,11,8,4
948767,2026-01-10,2026,4,Yokohama Canon Eagles,Urayasu D-Rocks,N,22,28,L,3,172,150,0.8721,142,951.0,10,8,0.8,48,32,0.6667,13,6,12,1,0,1026.0,2,12,3
948770,2026-01-11,2026,4,Kubota Spears,Mie Honda Heat,N,45,21,W,7,211,177,0.8389,108,960.0,18,17,0.9444,64,64,1.0,18,11,3,1,0,891.6,12,17,7
948770,2026-01-11,2026,4,Mie Honda Heat,Kubota Spears,Y,21,45,L,3,198,155,0.7828,115,876.0,9,7,0.7778,72,72,1.0,11,18,13,1,0,1005.3,9,7,3
948775,2026-01-17,2026,5,BlackRams Tokyo,Kobelco Kobe Steelers,N,21,67,L,3,195,162,0.8308,119,748.0,17,13,0.7647,40,40,1.0,17,12,7,1,0,942.8,4,12,3
948775,2026-01-17,2026,5,Kobelco Kobe Steelers,BlackRams Tokyo,Y,67,21,W,10,173,146,0.8439,131,1108.0,11,10,0.9091,56,48,0.8571,12,17,8,0,0,921.0,13,13,10
948774,2026-01-17,2026,5,Kubota Spears,Toyota Verblitz,Y,39,10,W,5,204,177,0.8676,115,740.0,16,16,1.0,64,64,1.0,11,16,15,0,0,969.2,11,14,5
948776,2026-01-17,2026,5,Mie Honda Heat,Tokyo Sungoliath,N,15,30,L,2,243,211,0.8683,111,778.0,16,14,0.875,47,47,1.0,9,10,18,2,1,895.6,2,6,2
948771,2026-01-17,2026,5,Mitsubishi Sagamihara Dynaboars,Shizuoka BlueRevs,N,36,47,L,5,194,174,0.8969,104,821.0,15,13,0.8667,48,32,0.6667,8,11,16,0,0,828.2,4,10,5
948772,2026-01-17,2026,5,Saitama Wild Knights,Yokohama Canon Eagles,N,50,21,W,7,191,165,0.8639,110,731.0,11,11,1.0,80,72,0.9,14,13,8,0,0,940.4,11,11,7
948771,2026-01-17,2026,5,Shizuoka BlueRevs,Mitsubishi Sagamihara Dynaboars,Y,47,36,W,7,148,129,0.8716,129,989.0,14,10,0.7143,48,48,1.0,11,8,13,0,1,962.7,10,12,7
948776,2026-01-17,2026,5,Tokyo Sungoliath,Mie Honda Heat,Y,30,15,W,4,146,129,0.8836,156,925.0,13,13,1.0,48,40,0.8333,10,9,12,1,0,1286.6,8,11,4
948773,2026-01-17,2026,5,Toshiba Brave Lupus Tokyo,Urayasu D-Rocks,N,38,27,W,6,193,164,0.8497,170,1413.0,17,16,0.9412,48,40,0.8333,19,13,8,0,0,1300.6,8,16,6
948774,2026-01-17,2026,5,Toyota Verblitz,Kubota Spears,N,10,39,L,2,184,165,0.8967,126,745.0,18,17,0.9444,56,56,1.0,16,11,15,1,0,1081.8,10,11,2
948773,2026-01-17,2026,5,Urayasu D-Rocks,Toshiba Brave Lupus Tokyo,Y,27,38,L,3,227,199,0.8767,131,1118.0,9,7,0.7778,56,56,1.0,13,19,10,0,0,1150.8,11,10,3
948772,2026-01-17,2026,5,Yokohama Canon Eagles,Saitama Wild Knights,Y,21,50,L,3,141,117,0.8298,140,811.0,16,9,0.5625,47,24,0.5106,13,14,9,2,0,1102.0,6,8,3
948779,2026-01-24,2026,6,BlackRams Tokyo,Mitsubishi Sagamihara Dynaboars,N,33,24,W,3,140,121,0.8643,134,951.0,15,11,0.7333,24,24,1.0,9,9,11,1,0,1078.2,4,11,3
948780,2026-01-24,2026,6,Kobelco Kobe Steelers,Yokohama Canon Eagles,N,38,32,W,6,144,105,0.7292,109,810.0,15,15,1.0,55,55,1.0,12,13,15,1,0,898.2,8,11,6
948781,2026-01-24,2026,6,Kubota Spears,Toshiba Brave Lupus Tokyo,N,20,24,L,2,236,198,0.839,108,853.0,16,16,1.0,47,47,1.0,13,11,11,1,0,1015.5,7,7,2
948778,2026-01-24,2026,6,Mie Honda Heat,Urayasu D-Rocks,Y,32,23,W,6,185,155,0.8378,105,826.0,15,13,0.8667,56,48,0.8571,9,11,15,0,0,928.0,7,14,6
948779,2026-01-24,2026,6,Mitsubishi Sagamihara Dynaboars,BlackRams Tokyo,Y,24,33,L,4,238,207,0.8697,92,635.0,12,9,0.75,64,64,1.0,9,9,15,2,0,833.8,5,10,4
948777,2026-01-24,2026,6,Saitama Wild Knights,Tokyo Sungoliath,Y,31,30,W,4,236,193,0.8178,135,819.0,12,10,0.8333,40,40,1.0,10,9,12,0,0,1087.0,5,13,4
948777,2026-01-24,2026,6,Tokyo Sungoliath,Saitama Wild Knights,N,30,31,L,4,189,166,0.8783,127,889.0,15,12,0.8,64,48,0.75,9,10,8,1,0,1204.2,6,10,4
948781,2026-01-24,2026,6,Toshiba Brave Lupus Tokyo,Kubota Spears,Y,24,20,W,4,184,165,0.8967,147,976.0,20,17,0.85,80,72,0.9,11,13,10,0,0,1253.6,7,15,4
948778,2026-01-24,2026,6,Urayasu D-Rocks,Mie Honda Heat,N,23,32,L,2,178,145,0.8146,105,845.0,18,11,0.6111,55,55,1.0,11,9,14,1,1,878.8,3,9,2
948780,2026-01-24,2026,6,Yokohama Canon Eagles,Kobelco Kobe Steelers,Y,32,38,L,5,180,159,0.8833,93,685.0,11,8,0.7273,56,56,1.0,13,12,14,0,0,730.2,7,10,5
948782,2026-01-25,2026,6,Shizuoka BlueRevs,Toyota Verblitz,Y,43,19,W,7,209,180,0.8612,129,972.0,16,13,0.8125,72,64,0.8889,9,11,13,0,0,955.5,9,12,7
948782,2026-01-25,2026,6,Toyota Verblitz,Shizuoka BlueRevs,N,19,43,L,3,197,173,0.8782,123,815.0,12,11,0.9167,56,32,0.5714,11,9,18,1,0,992.1,6,9,3
948783,2026-02-07,2026,7,BlackRams Tokyo,Saitama Wild Knights,Y,6,13,L,0,165,148,0.897,153,907.0,16,11,0.6875,80,72,0.9,18,14,11,0,0,1321.5,5,8,0
948785,2026-02-07,2026,7,Kobelco Kobe Steelers,Shizuoka BlueRevs,Y,60,45,W,10,205,185,0.9024,133,966.0,9,8,0.8889,24,16,0.6667,6,14,9,0,0,1001.7,12,14,10
948786,2026-02-07,2026,7,Kubota Spears,Urayasu D-Rocks,Y,48,14,W,8,142,127,0.8944,139,931.0,13,10,0.7692,88,88,1.0,11,11,6,0,0,1127.4,9,19,8
948787,2026-02-07,2026,7,Mie Honda Heat,Toshiba Brave Lupus Tokyo,Y,44,38,W,6,146,121,0.8288,106,849.0,13,12,0.9231,72,64,0.8889,10,11,6,1,0,919.9,9,10,6
948783,2026-02-07,2026,7,Saitama Wild Knights,BlackRams Tokyo,N,13,6,W,1,240,218,0.9083,95,580.0,19,14,0.7368,32,32,1.0,14,18,11,0,0,994.5,3,11,1
948785,2026-02-07,2026,7,Shizuoka BlueRevs,Kobelco Kobe Steelers,N,45,60,L,7,213,166,0.7793,136,972.0,11,11,1.0,40,40,1.0,14,6,10,0,0,939.2,9,11,7
948787,2026-02-07,2026,7,Toshiba Brave Lupus Tokyo,Mie Honda Heat,N,38,44,L,6,169,138,0.8166,113,886.0,9,6,0.6667,40,40,1.0,11,10,12,0,0,948.6,9,9,6
948784,2026-02-07,2026,7,Toyota Verblitz,Yokohama Canon Eagles,Y,14,20,L,2,139,119,0.8561,129,847.0,13,13,1.0,64,64,1.0,19,11,12,0,0,1100.3,9,11,2
948786,2026-02-07,2026,7,Urayasu D-Rocks,Kubota Spears,N,14,48,L,2,200,177,0.885,88,515.0,14,10,0.7143,40,24,0.6,11,11,13,2,0,800.9,2,5,2
948784,2026-02-07,2026,7,Yokohama Canon Eagles,Toyota Verblitz,N,20,14,W,2,240,207,0.8625,75,534.0,8,7,0.875,120,120,1.0,11,19,14,0,0,777.6,4,8,2
948791,2026-02-14,2026,8,BlackRams Tokyo,Yokohama Canon Eagles,N,53,31,W,8,157,122,0.7771,107,759.0,14,14,1.0,112,112,1.0,7,14,3,0,0,1031.1,9,12,8
948790,2026-02-14,2026,8,Kubota Spears,Shizuoka BlueRevs,N,42,19,W,6,166,143,0.8614,134,1100.0,17,15,0.8824,48,48,1.0,23,19,11,1,0,1045.7,8,18,6
948792,2026-02-14,2026,8,Mie Honda Heat,Mitsubishi Sagamihara Dynaboars,N,34,44,L,6,153,130,0.8497,141,882.0,16,15,0.9375,40,32,0.8,12,9,11,1,0,1184.0,9,9,6
948792,2026-02-14,2026,8,Mitsubishi Sagamihara Dynaboars,Mie Honda Heat,Y,44,34,W,7,231,199,0.8615,101,703.0,19,16,0.8421,8,8,1.0,9,12,8,0,0,901.2,13,12,7
948789,2026-02-14,2026,8,Saitama Wild Knights,Toyota Verblitz,Y,26,20,W,4,228,197,0.864,142,946.0,16,13,0.8125,24,16,0.6667,10,7,12,0,0,1115.0,5,11,4
948790,2026-02-14,2026,8,Shizuoka BlueRevs,Kubota Spears,Y,19,42,L,3,191,163,0.8534,110,741.0,22,16,0.7273,80,80,1.0,19,23,11,1,0,896.7,5,9,3
948794,2026-02-14,2026,8,Tokyo Sungoliath,Urayasu D-Rocks,N,41,19,W,6,221,201,0.9095,112,916.0,11,11,1.0,80,56,0.7,9,20,12,1,0,957.6,8,11,6
948789,2026-02-14,2026,8,Toyota Verblitz,Saitama Wild Knights,N,20,26,L,2,177,151,0.8531,146,1000.0,17,13,0.7647,56,48,0.8571,7,10,10,0,0,1217.6,5,8,2
948794,2026-02-14,2026,8,Urayasu D-Rocks,Tokyo Sungoliath,Y,19,41,L,3,166,131,0.7892,156,1208.0,16,13,0.8125,40,24,0.6,20,9,7,0,0,1178.7,6,12,3
948791,2026-02-14,2026,8,Yokohama Canon Eagles,BlackRams Tokyo,Y,31,53,L,5,161,136,0.8447,112,992.0,13,9,0.6923,24,24,1.0,14,7,12,0,0,855.0,8,9,5
948793,2026-02-15,2026,8,Kobelco Kobe Steelers,Toshiba Brave Lupus Tokyo,N,34,33,W,5,178,154,0.8652,90,667.0,15,13,0.8667,80,72,0.9,8,13,12,2,0,734.7,6,11,5
948793,2026-02-15,2026,8,Toshiba Brave Lupus Tokyo,Kobelco Kobe Steelers,Y,33,34,L,5,123,106,0.8618,140,1030.0,15,11,0.7333,40,40,1.0,13,8,10,0,0,1014.6,10,7,5
948796,2026-02-21,2026,9,BlackRams Tokyo,Urayasu D-Rocks,Y,41,19,W,6,159,136,0.8553,142,809.0,15,14,0.9333,48,48,1.0,9,12,9,1,0,1110.2,8,15,6
948798,2026-02-21,2026,9,Kobelco Kobe Steelers,Saitama Wild Knights,Y,40,24,W,6,157,146,0.9299,122,863.0,16,14,0.875,88,64,0.7273,12,19,10,0,0,1100.8,7,7,6
948795,2026-02-21,2026,9,Kubota Spears,Mitsubishi Sagamihara Dynaboars,Y,26,10,W,4,189,170,0.8995,99,748.0,16,16,1.0,40,24,0.6,13,6,15,2,0,932.9,9,13,4
948795,2026-02-21,2026,9,Mitsubishi Sagamihara Dynaboars,Kubota Spears,N,10,26,L,1,174,141,0.8103,113,665.0,23,19,0.8261,64,48,0.75,6,13,12,0,0,1043.5,7,10,1
948798,2026-02-21,2026,9,Saitama Wild Knights,Kobelco Kobe Steelers,N,24,40,L,4,198,179,0.904,107,809.0,11,11,1.0,64,64,1.0,19,12,6,0,0,892.6,5,9,4
948797,2026-02-21,2026,9,Toshiba Brave Lupus Tokyo,Toyota Verblitz,N,21,52,L,3,181,154,0.8508,99,785.0,12,10,0.8333,55,39,0.7091,15,7,13,1,0,940.0,8,9,3
948797,2026-02-21,2026,9,Toyota Verblitz,Toshiba Brave Lupus Tokyo,Y,52,21,W,6,151,122,0.8079,112,775.0,10,10,1.0,56,56,1.0,7,15,10,0,0,964.5,9,12,6
948796,2026-02-21,2026,9,Urayasu D-Rocks,BlackRams Tokyo,N,19,41,L,3,195,167,0.8564,94,643.0,17,13,0.7647,55,39,0.7091,12,9,11,1,0,833.5,6,8,3
948799,2026-02-22,2026,9,Mie Honda Heat,Shizuoka BlueRevs,Y,26,21,W,4,250,210,0.84,115,838.0,16,14,0.875,56,56,1.0,19,16,9,1,0,871.9,5,8,4
948799,2026-02-22,2026,9,Shizuoka BlueRevs,Mie Honda Heat,N,21,26,L,3,132,114,0.8636,153,1036.0,12,11,0.9167,56,48,0.8571,16,19,8,0,0,1207.2,8,13,3
948800,2026-02-22,2026,9,Tokyo Sungoliath,Yokohama Canon Eagles,Y,54,22,W,8,153,130,0.8497,161,1263.0,14,13,0.9286,63,55,0.873,9,16,6,0,1,1268.4,17,10,8
948800,2026-02-22,2026,9,Yokohama Canon Eagles,Tokyo Sungoliath,N,22,54,L,3,239,195,0.8159,95,776.0,9,6,0.6667,40,32,0.8,16,9,13,2,0,805.9,7,7,3
948801,2026-02-28,2026,10,BlackRams Tokyo,Toshiba Brave Lupus Tokyo,N,33,14,W,3,127,107,0.8425,122,837.0,15,14,0.9333,80,80,1.0,11,14,8,0,0,1077.6,9,14,3
948806,2026-02-28,2026,10,Kobelco Kobe Steelers,Urayasu D-Rocks,N,78,19,W,12,153,130,0.8497,157,1561.0,10,10,1.0,48,48,1.0,16,16,8,0,0,1206.8,15,15,12
948802,2026-02-28,2026,10,Mie Honda Heat,Saitama Wild Knights,N,19,66,L,3,209,167,0.799,105,709.0,10,7,0.7,80,56,0.7,13,17,10,0,0,826.5,5,11,3
948802,2026-02-28,2026,10,Saitama Wild Knights,Mie Honda Heat,Y,66,19,W,9,147,126,0.8571,145,1154.0,7,7,1.0,64,56,0.875,17,13,7,0,0,1093.4,11,17,9
948801,2026-02-28,2026,10,Toshiba Brave Lupus Tokyo,BlackRams Tokyo,Y,14,33,L,2,159,145,0.9119,100,698.0,10,9,0.9,54,30,0.5556,14,11,19,2,0,767.2,2,6,2
948806,2026-02-28,2026,10,Urayasu D-Rocks,Kobelco Kobe Steelers,Y,19,78,L,3,228,186,0.8158,102,844.0,10,9,0.9,88,80,0.9091,16,16,10,1,0,780.7,8,9,3
948804,2026-03-01,2026,10,Kubota Spears,Yokohama Canon Eagles,N,28,10,W,4,99,73,0.7374,133,719.0,16,16,1.0,96,88,0.9167,17,17,11,0,0,1021.8,6,15,4
948805,2026-03-01,2026,10,Mitsubishi Sagamihara Dynaboars,Toyota Verblitz,Y,29,31,L,5,195,164,0.841,97,576.0,12,10,0.8333,64,48,0.75,10,10,6,0,0,935.6,3,11,5
948803,2026-03-01,2026,10,Shizuoka BlueRevs,Tokyo Sungoliath,Y,24,57,L,4,165,144,0.8727,113,947.0,16,11,0.6875,24,16,0.6667,15,6,13,1,0,858.4,7,7,4
948803,2026-03-01,2026,10,Tokyo Sungoliath,Shizuoka BlueRevs,N,57,24,W,9,184,151,0.8207,112,826.0,17,17,1.0,56,48,0.8571,6,15,6,0,0,1063.9,8,12,9
948805,2026-03-01,2026,10,Toyota Verblitz,Mitsubishi Sagamihara Dynaboars,N,31,29,W,4,161,140,0.8696,123,730.0,10,9,0.9,32,32,1.0,10,10,7,0,0,1140.2,4,7,4
948804,2026-03-01,2026,10,Yokohama Canon Eagles,Kubota Spears,Y,10,28,L,2,212,187,0.8821,64,602.0,13,13,1.0,72,72,1.0,17,17,15,0,0,642.6,7,7,2
948788,2026-03-07,2026,7,Mitsubishi Sagamihara Dynaboars,Tokyo Sungoliath,N,34,15,W,5,189,164,0.8677,85,545.0,15,13,0.8667,46,46,1.0,14,15,13,2,0,855.5,4,12,5
948788,2026-03-07,2026,7,Tokyo Sungoliath,Mitsubishi Sagamihara Dynaboars,Y,15,34,L,3,134,108,0.806,133,822.0,18,17,0.9444,64,40,0.625,15,14,9,0,0,1163.2,2,9,3
948808,2026-03-14,2026,11,BlackRams Tokyo,Shizuoka BlueRevs,Y,37,33,W,5,215,176,0.8186,126,958.0,14,11,0.7857,48,40,0.8333,9,14,6,1,0,1024.8,7,9,5
948810,2026-03-14,2026,11,Kobelco Kobe Steelers,Mitsubishi Sagamihara Dynaboars,Y,61,10,W,9,190,173,0.9105,135,1120.0,14,12,0.8571,24,24,1.0,14,8,11,1,0,999.5,14,13,9
948809,2026-03-14,2026,11,Kubota Spears,Saitama Wild Knights,Y,30,32,L,3,190,163,0.8579,117,685.0,12,10,0.8333,62,62,1.0,6,12,5,1,0,1076.9,6,6,3
948807,2026-03-14,2026,11,Mie Honda Heat,Yokohama Canon Eagles,Y,26,31,L,4,169,143,0.8462,120,870.0,18,16,0.8889,40,40,1.0,12,11,10,0,0,1071.9,5,11,4
948810,2026-03-14,2026,11,Mitsubishi Sagamihara Dynaboars,Kobelco Kobe Steelers,N,10,61,L,2,196,174,0.8878,119,700.0,11,9,0.8182,88,80,0.9091,8,14,18,2,0,965.1,3,10,2
948809,2026-03-14,2026,11,Saitama Wild Knights,Kubota Spears,N,32,30,W,4,209,181,0.866,134,861.0,6,5,0.8333,56,48,0.8571,12,6,10,0,0,1028.5,9,8,4
948808,2026-03-14,2026,11,Shizuoka BlueRevs,BlackRams Tokyo,N,33,37,L,5,154,136,0.8831,142,1391.0,12,9,0.75,16,16,1.0,14,9,13,0,0,1052.4,6,17,5
948807,2026-03-14,2026,11,Yokohama Canon Eagles,Mie Honda Heat,N,31,26,W,4,198,177,0.8939,108,729.0,15,13,0.8667,32,24,0.75,11,12,9,1,0,939.5,9,12,4
948812,2026-03-15,2026,11,Tokyo Sungoliath,Toshiba Brave Lupus Tokyo,Y,60,21,W,8,146,130,0.8904,113,1031.0,14,13,0.9286,48,48,1.0,11,11,8,0,0,974.6,11,13,8
948812,2026-03-15,2026,11,Toshiba Brave Lupus Tokyo,Tokyo Sungoliath,N,21,60,L,3,162,130,0.8025,101,659.0,17,12,0.7059,48,24,0.5,11,11,13,0,0,859.6,5,7,3
948811,2026-03-15,2026,11,Toyota Verblitz,Urayasu D-Rocks,Y,59,19,W,9,179,137,0.7654,122,991.0,14,12,0.8571,40,40,1.0,13,15,10,0,0,998.4,10,15,9
948811,2026-03-15,2026,11,Urayasu D-Rocks,Toyota Verblitz,N,19,59,L,3,212,186,0.8774,113,903.0,10,9,0.9,48,48,1.0,15,13,10,0,0,938.4,12,10,3
948813,2026-03-20,2026,12,Kobelco Kobe Steelers,Yokohama Canon Eagles,Y,29,38,L,5,166,148,0.8916,133,896.0,15,15,1.0,56,56,1.0,17,9,11,1,0,1079.8,8,11,5
