match_id,date,season,round,team,opponent,is_home,own_score,opp_score,result,tries,tackles_attempted,tackles_made,tackle_success_rate,carries,carry_metres,lineout_throws,lineout_won,lineout_success_rate,scrum_attempts,scrum_won,scrum_success_rate,turnovers_conceded,turnovers_won,penalties_conceded,yellow_cards,red_cards,possession_seconds,line_breaks,entries_22,entries_22_tries
945093,2025-02-16,2025,8,Yokohama Canon Eagles,Saitama Wild Knights,Y,36,51,L,6,207,181,0.8744,144,1224.0,11,11,1.0,55,55,1.0,15,9,8,1,0,1217.4,11,8,6
945096,2025-02-22,2025,9,BlackRams Tokyo,Toshiba Brave Lupus Tokyo,Y,44,45,L,7,196,141,0.7194,144,915.0,9,9,1.0,80,80,1.0,10,7,6,0,0,1033.8,6,13,7
945098,2025-02-22,2025,9,Kobelco Kobe Steelers,Toyota Verblitz,Y,63,21,W,9,304,263,0.8651,145,1072.0,11,9,0.8182,48,48,1.0,11,18,12,0,0,1044.8,8,14,9
945097,2025-02-22,2025,9,Kubota Spears,Shizuoka BlueRevs,Y,62,14,W,10,160,141,0.8812,139,1062.0,17,17,1.0,32,32,1.0,11,10,8,1,0,1187.0,10,14,10
945100,2025-02-22,2025,9,Mitsubishi Sagamihara Dynaboars,Saitama Wild Knights,N,10,39,L,2,195,170,0.8718,122,914.0,13,5,0.3846,104,80,0.7692,12,17,12,0,0,1040.8,9,7,2
945100,2025-02-22,2025,9,Saitama Wild Knights,Mitsubishi Sagamihara Dynaboars,Y,39,10,W,6,196,174,0.8878,124,1059.0,14,11,0.7857,64,64,1.0,17,12,9,0,0,1142.6,16,20,6
945097,2025-02-22,2025,9,Shizuoka BlueRevs,Kubota Spears,N,14,62,L,2,244,209,0.8566,89,692.0,15,11,0.7333,62,62,1.0,10,11,14,3,0,794.4,5,6,2
945096,2025-02-22,2025,9,Toshiba Brave Lupus Tokyo,BlackRams Tokyo,N,45,44,W,7,221,188,0.8507,121,1140.0,7,5,0.7143,72,56,0.7778,7,10,11,1,0,923.3,16,10,7
945098,2025-02-22,2025,9,Toyota Verblitz,Kobelco Kobe Steelers,N,21,63,L,3,202,176,0.8713,185,1171.0,8,7,0.875,79,71,0.8987,18,11,10,1,0,1369.7,12,10,3
945099,2025-02-23,2025,9,Mie Honda Heat,Yokohama Canon Eagles,Y,20,17,W,2,229,201,0.8777,122,560.0,15,12,0.8,80,56,0.7,8,16,16,0,0,967.6,0,7,2
945101,2025-02-23,2025,9,Tokyo Sungoliath,Urayasu D-Rocks,Y,40,35,W,6,165,138,0.8364,147,1070.0,14,13,0.9286,48,40,0.8333,9,11,11,1,0,1181.1,7,12,6
945101,2025-02-23,2025,9,Urayasu D-Rocks,Tokyo Sungoliath,N,35,40,L,5,261,235,0.9004,102,825.0,16,16,1.0,40,40,1.0,11,9,11,0,0,895.8,10,8,5
945099,2025-02-23,2025,9,Yokohama Canon Eagles,Mie Honda Heat,N,17,20,L,3,173,160,0.9249,143,786.0,15,10,0.6667,16,16,1.0,16,8,7,0,0,1171.9,4,12,3
945103,2025-03-01,2025,10,BlackRams Tokyo,Mitsubishi Sagamihara Dynaboars,N,22,7,W,4,206,183,0.8883,91,865.0,18,15,0.8333,72,72,1.0,16,14,13,0,0,896.6,10,13,4
945102,2025-03-01,2025,10,Kubota Spears,Toshiba Brave Lupus Tokyo,N,27,31,L,4,162,143,0.8827,83,517.0,10,7,0.7,72,72,1.0,7,15,12,2,0,834.4,4,8,4
945103,2025-03-01,2025,10,Mitsubishi Sagamihara Dynaboars,BlackRams Tokyo,Y,7,22,L,1,140,109,0.7786,127,1010.0,19,15,0.7895,64,48,0.75,14,16,16,0,0,1143.4,7,13,1
945102,2025-03-01,2025,10,Toshiba Brave Lupus Tokyo,Kubota Spears,Y,31,27,W,5,137,114,0.8321,106,612.0,18,18,1.0,64,56,0.875,15,7,12,1,0,904.3,7,10,5
945107,2025-03-01,2025,10,Toyota Verblitz,Urayasu D-Rocks,N,36,31,W,5,172,138,0.8023,93,563.0,21,17,0.8095,71,63,0.8873,13,17,12,2,0,794.0,6,12,5
945107,2025-03-01,2025,10,Urayasu D-Rocks,Toyota Verblitz,Y,31,36,L,4,138,120,0.8696,112,813.0,12,10,0.8333,87,87,1.0,17,13,19,2,0,935.8,10,13,4
945104,2025-03-02,2025,10,Kobelco Kobe Steelers,Saitama Wild Knights,N,32,46,L,4,182,155,0.8516,146,950.0,13,11,0.8462,40,40,1.0,16,11,13,0,0,1106.2,6,10,4
945106,2025-03-02,2025,10,Mie Honda Heat,Shizuoka BlueRevs,N,14,44,L,2,210,170,0.8095,122,794.0,13,10,0.7692,109,80,0.7339,16,16,13,1,0,989.1,2,11,2
945104,2025-03-02,2025,10,Saitama Wild Knights,Kobelco Kobe Steelers,Y,46,32,W,7,223,195,0.8744,111,773.0,13,13,1.0,80,80,1.0,11,16,8,1,0,1082.5,9,11,7
945106,2025-03-02,2025,10,Shizuoka BlueRevs,Mie Honda Heat,Y,44,14,W,6,209,195,0.933,129,1049.0,12,11,0.9167,48,40,0.8333,16,16,15,2,0,990.6,13,15,6
945105,2025-03-02,2025,10,Tokyo Sungoliath,Yokohama Canon Eagles,Y,22,33,L,3,144,125,0.8681,117,715.0,17,14,0.8235,48,24,0.5,17,9,10,0,0,993.0,8,12,3
945105,2025-03-02,2025,10,Yokohama Canon Eagles,Tokyo Sungoliath,N,33,22,W,3,208,176,0.8462,102,566.0,12,12,1.0,55,39,0.7091,9,17,11,2,0,992.3,7,9,3
945108,2025-03-14,2025,11,Kubota Spears,Urayasu D-Rocks,N,33,22,W,5,150,131,0.8733,128,724.0,16,15,0.9375,56,56,1.0,17,14,11,0,0,1068.3,4,13,5
945108,2025-03-14,2025,11,Urayasu D-Rocks,Kubota Spears,Y,22,33,L,3,211,180,0.8531,94,708.0,12,12,1.0,64,48,0.75,14,17,10,1,0,882.9,10,7,3
945109,2025-03-15,2025,11,BlackRams Tokyo,Yokohama Canon Eagles,N,27,20,W,3,147,118,0.8027,92,663.0,15,14,0.9333,64,64,1.0,15,8,11,2,0,893.9,7,8,3
945111,2025-03-15,2025,11,Kobelco Kobe Steelers,Mie Honda Heat,Y,47,5,W,7,173,152,0.8786,110,1146.0,16,15,0.9375,61,61,1.0,15,15,7,1,0,922.6,17,14,7
945111,2025-03-15,2025,11,Mie Honda Heat,Kobelco Kobe Steelers,N,5,47,L,1,166,128,0.7711,103,717.0,10,9,0.9,87,87,1.0,15,15,12,1,0,1057.0,3,6,1
945110,2025-03-15,2025,11,Saitama Wild Knights,Shizuoka BlueRevs,N,17,22,L,1,140,116,0.8286,109,601.0,19,16,0.8421,32,32,1.0,16,11,11,0,0,1041.5,3,16,1
945110,2025-03-15,2025,11,Shizuoka BlueRevs,Saitama Wild Knights,Y,22,17,W,3,190,179,0.9421,89,619.0,17,16,0.9412,80,64,0.8,11,16,13,0,0,846.8,7,8,3
945112,2025-03-15,2025,11,Toshiba Brave Lupus Tokyo,Toyota Verblitz,N,33,22,W,5,231,206,0.8918,88,630.0,11,11,1.0,78,70,0.8974,11,13,12,2,0,821.7,5,6,5
945112,2025-03-15,2025,11,Toyota Verblitz,Toshiba Brave Lupus Tokyo,Y,22,33,L,3,152,131,0.8618,141,886.0,16,11,0.6875,72,72,1.0,13,11,10,0,0,1164.3,7,10,3
945109,2025-03-15,2025,11,Yokohama Canon Eagles,BlackRams Tokyo,Y,20,27,L,2,160,142,0.8875,101,758.0,10,7,0.7,96,88,0.9167,8,15,13,0,1,936.2,5,7,2
945113,2025-03-16,2025,11,Mitsubishi Sagamihara Dynaboars,Tokyo Sungoliath,Y,34,22,W,5,140,122,0.8714,86,781.0,13,13,1.0,64,56,0.875,7,8,14,0,0,965.3,9,9,5
945113,2025-03-16,2025,11,Tokyo Sungoliath,Mitsubishi Sagamihara Dynaboars,N,22,34,L,3,155,126,0.8129,96,805.0,19,16,0.8421,40,40,1.0,8,7,10,0,0,966.2,4,9,3
945116,2025-03-22,2025,12,BlackRams Tokyo,Shizuoka BlueRevs,N,25,31,L,3,132,100,0.7576,124,838.0,13,13,1.0,62,54,0.871,20,12,13,1,0,900.9,5,11,3
945115,2025-03-22,2025,12,Kubota Spears,Yokohama Canon Eagles,Y,41,24,W,6,233,212,0.9099,70,445.0,13,13,1.0,64,56,0.875,10,18,19,0,0,694.1,5,9,6
945118,2025-03-22,2025,12,Mie Honda Heat,Urayasu D-Rocks,Y,31,39,L,5,190,165,0.8684,115,579.0,13,11,0.8462,55,55,1.0,9,10,12,0,1,1000.8,5,9,5
945119,2025-03-22,2025,12,Mitsubishi Sagamihara Dynaboars,Toyota Verblitz,N,31,22,W,5,195,171,0.8769,146,868.0,16,12,0.75,88,88,1.0,8,16,7,0,0,1171.9,9,13,5
945114,2025-03-22,2025,12,Saitama Wild Knights,Toshiba Brave Lupus Tokyo,N,31,42,L,4,186,154,0.828,163,896.0,16,9,0.5625,56,56,1.0,14,14,9,0,0,1230.4,10,13,4
945116,2025-03-22,2025,12,Shizuoka BlueRevs,BlackRams Tokyo,Y,31,25,W,4,169,157,0.929,84,773.0,10,8,0.8,96,80,0.8333,12,20,14,0,0,723.4,9,10,4
945114,2025-03-22,2025,12,Toshiba Brave Lupus Tokyo,Saitama Wild Knights,Y,42,31,W,6,251,220,0.8765,122,678.0,15,14,0.9333,46,38,0.8261,14,14,10,1,0,1031.3,10,10,6
945119,2025-03-22,2025,12,Toyota Verblitz,Mitsubishi Sagamihara Dynaboars,Y,22,31,L,4,231,211,0.9134,124,1038.0,12,10,0.8333,40,40,1.0,16,8,10,1,0,1071.3,10,10,4
945118,2025-03-22,2025,12,Urayasu D-Rocks,Mie Honda Heat,N,39,31,W,6,181,155,0.8564,114,639.0,14,13,0.9286,16,16,1.0,10,9,6,0,0,969.4,9,10,6
945115,2025-03-22,2025,12,Yokohama Canon Eagles,Kubota Spears,N,24,41,L,3,98,89,0.9082,144,858.0,16,14,0.875,48,48,1.0,18,10,10,0,0,1202.0,10,16,3
945117,2025-03-23,2025,12,Kobelco Kobe Steelers,Tokyo Sungoliath,N,39,37,W,6,205,176,0.8585,97,612.0,20,18,0.9,24,24,1.0,13,8,10,1,0,777.3,7,14,6
945117,2025-03-23,2025,12,Tokyo Sungoliath,Kobelco Kobe Steelers,Y,37,39,L,5,164,149,0.9085,130,823.0,14,12,0.8571,47,32,0.6809,8,13,13,1,0,1026.9,11,10,5
945121,2025-03-29,2025,13,Kubota Spears,Mitsubishi Sagamihara Dynaboars,Y,33,5,W,5,160,145,0.9062,105,774.0,16,15,0.9375,56,48,0.8571,14,9,11,0,0,1025.3,8,13,5
945121,2025-03-29,2025,13,Mitsubishi Sagamihara Dynaboars,Kubota Spears,N,5,33,L,1,156,141,0.9038,95,601.0,16,9,0.5625,72,40,0.5556,9,14,17,0,0,866.8,0,8,1
945122,2025-03-29,2025,13,Saitama Wild Knights,Urayasu D-Rocks,N,54,26,W,8,159,138,0.8679,133,1125.0,14,8,0.5714,56,56,1.0,9,11,9,0,0,970.4,13,12,8
945120,2025-03-29,2025,13,Shizuoka BlueRevs,Tokyo Sungoliath,N,17,22,L,2,177,160,0.904,131,957.0,20,14,0.7,56,48,0.8571,14,10,10,1,0,1156.2,5,9,2
945120,2025-03-29,2025,13,Tokyo Sungoliath,Shizuoka BlueRevs,Y,22,17,W,3,225,194,0.8622,99,775.0,13,12,0.9231,55,47,0.8545,10,14,13,1,0,1035.5,4,10,3
945122,2025-03-29,2025,13,Urayasu D-Rocks,Saitama Wild Knights,Y,26,54,L,4,203,168,0.8276,104,744.0,15,9,0.6,80,80,1.0,11,9,11,0,0,935.6,10,11,4
945124,2025-03-30,2025,13,BlackRams Tokyo,Kobelco Kobe Steelers,Y,24,27,L,4,161,136,0.8447,119,789.0,13,12,0.9231,55,48,0.8727,16,12,14,1,0,895.2,6,13,4
945124,2025-03-30,2025,13,Kobelco Kobe Steelers,BlackRams Tokyo,N,27,24,W,3,159,141,0.8868,107,707.0,13,12,0.9231,63,39,0.619,12,16,13,2,0,886.2,11,5,3
945123,2025-03-30,2025,13,Mie Honda Heat,Toshiba Brave Lupus Tokyo,N,21,59,L,3,203,151,0.7438,92,560.0,16,12,0.75,48,40,0.8333,9,15,11,1,0,823.8,5,7,3
945123,2025-03-30,2025,13,Toshiba Brave Lupus Tokyo,Mie Honda Heat,Y,59,21,W,9,158,132,0.8354,126,868.0,18,17,0.9444,40,40,1.0,15,9,10,2,0,968.8,14,12,9
945125,2025-03-30,2025,13,Toyota Verblitz,Yokohama Canon Eagles,N,29,17,W,5,251,212,0.8446,108,815.0,9,7,0.7778,56,48,0.8571,12,18,12,1,0,984.6,8,8,5
945125,2025-03-30,2025,13,Yokohama Canon Eagles,Toyota Verblitz,Y,17,29,L,2,189,163,0.8624,148,1115.0,15,14,0.9333,40,40,1.0,18,12,9,0,0,1268.0,6,12,2
945131,2025-04-05,2025,14,Mie Honda Heat,Tokyo Sungoliath,N,31,60,L,5,311,264,0.8489,137,981.0,17,13,0.7647,16,8,0.5,12,12,9,0,0,1074.1,7,10,5
945128,2025-04-05,2025,14,Mitsubishi Sagamihara Dynaboars,Shizuoka BlueRevs,N,8,38,L,1,197,148,0.7513,127,738.0,16,13,0.8125,56,32,0.5714,11,14,13,0,0,1158.0,7,9,1
945126,2025-04-05,2025,14,Saitama Wild Knights,Toyota Verblitz,Y,55,17,W,9,217,190,0.8756,131,994.0,18,15,0.8333,24,24,1.0,13,7,6,0,0,1065.3,9,13,9
945128,2025-04-05,2025,14,Shizuoka BlueRevs,Mitsubishi Sagamihara Dynaboars,Y,38,8,W,6,227,194,0.8546,129,904.0,13,11,0.8462,64,64,1.0,14,11,12,0,0,1034.6,10,10,6
945131,2025-04-05,2025,14,Tokyo Sungoliath,Mie Honda Heat,Y,60,31,W,10,213,181,0.8498,181,1521.0,12,12,1.0,32,32,1.0,12,12,6,0,0,1352.2,17,15,10
945126,2025-04-05,2025,14,Toyota Verblitz,Saitama Wild Knights,N,17,55,L,3,206,170,0.8252,135,834.0,5,5,1.0,61,46,0.7541,7,13,17,1,1,1010.2,7,5,3
945127,2025-04-05,2025,14,Urayasu D-Rocks,Yokohama Canon Eagles,N,22,33,L,3,221,188,0.8507,86,586.0,12,9,0.75,64,48,0.75,8,9,14,0,0,707.0,7,7,3
945127,2025-04-05,2025,14,Yokohama Canon Eagles,Urayasu D-Rocks,Y,33,22,W,5,147,125,0.8503,140,802.0,15,12,0.8,68,45,0.6618,9,8,13,0,0,1033.0,7,12,5
945129,2025-04-06,2025,14,BlackRams Tokyo,Kubota Spears,Y,14,42,L,2,164,143,0.872,127,635.0,19,14,0.7368,40,40,1.0,12,9,11,1,0,1015.4,4,10,2
945130,2025-04-06,2025,14,Kobelco Kobe Steelers,Toshiba Brave Lupus Tokyo,Y,28,73,L,4,150,112,0.7467,125,898.0,13,11,0.8462,56,56,1.0,20,16,7,0,0,959.9,8,12,4
945129,2025-04-06,2025,14,Kubota Spears,BlackRams Tokyo,N,42,14,W,6,209,189,0.9043,105,721.0,14,12,0.8571,70,70,1.0,9,12,9,1,0,914.7,7,11,6
945130,2025-04-06,2025,14,Toshiba Brave Lupus Tokyo,Kobelco Kobe Steelers,N,73,28,W,11,195,180,0.9231,130,1293.0,11,10,0.9091,64,56,0.875,16,20,13,0,0,855.0,16,15,11
945132,2025-04-11,2025,15,Mie Honda Heat,Saitama Wild Knights,Y,33,53,L,5,192,163,0.849,80,345.0,13,7,0.5385,111,111,1.0,9,12,7,2,0,799.7,2,7,5
945132,2025-04-11,2025,15,Saitama Wild Knights,Mie Honda Heat,N,53,33,W,8,124,110,0.8871,115,784.0,12,11,0.9167,40,40,1.0,12,9,4,0,0,1049.5,11,16,8
945136,2025-04-12,2025,15,Kobelco Kobe Steelers,Urayasu D-Rocks,N,33,20,W,5,164,143,0.872,133,874.0,19,17,0.8947,54,46,0.8519,14,11,8,1,0,1087.8,7,11,5
945133,2025-04-12,2025,15,Mitsubishi Sagamihara Dynaboars,Yokohama Canon Eagles,Y,38,28,W,5,146,115,0.7877,125,692.0,22,19,0.8636,40,40,1.0,9,13,7,1,0,1205.5,6,11,5
945134,2025-04-12,2025,15,Shizuoka BlueRevs,Toshiba Brave Lupus Tokyo,N,56,26,W,8,169,136,0.8047,86,807.0,14,12,0.8571,80,72,0.9,8,22,7,0,0,764.0,9,14,8
945134,2025-04-12,2025,15,Toshiba Brave Lupus Tokyo,Shizuoka BlueRevs,Y,26,56,L,4,135,114,0.8444,137,1099.0,11,9,0.8182,40,40,1.0,22,8,11,0,0,935.2,9,11,4
945136,2025-04-12,2025,15,Urayasu D-Rocks,Kobelco Kobe Steelers,Y,20,33,L,3,240,209,0.8708,108,785.0,8,8,1.0,86,70,0.814,11,14,19,1,0,872.6,7,11,3
945133,2025-04-12,2025,15,Yokohama Canon Eagles,Mitsubishi Sagamihara Dynaboars,N,28,38,L,4,212,181,0.8538,104,828.0,10,9,0.9,56,48,0.8571,13,9,15,0,0,788.3,10,9,4
945137,2025-04-13,2025,15,BlackRams Tokyo,Toyota Verblitz,Y,37,7,W,4,162,136,0.8395,145,756.0,17,14,0.8235,56,48,0.8571,7,12,12,1,0,1216.6,5,11,4
945135,2025-04-13,2025,15,Kubota Spears,Tokyo Sungoliath,Y,30,10,W,4,188,168,0.8936,81,460.0,22,21,0.9545,64,64,1.0,10,12,8,0,0,880.2,4,11,4
945135,2025-04-13,2025,15,Tokyo Sungoliath,Kubota Spears,N,10,30,L,2,140,118,0.8429,116,590.0,11,8,0.7273,56,48,0.8571,12,10,12,0,0,1005.7,2,5,2
945137,2025-04-13,2025,15,Toyota Verblitz,BlackRams Tokyo,N,7,37,L,1,219,197,0.8995,92,573.0,16,12,0.75,16,16,1.0,12,7,15,2,0,838.4,6,7,1
945138,2025-04-25,2025,16,Toshiba Brave Lupus Tokyo,Urayasu D-Rocks,N,61,19,W,9,111,88,0.7928,135,1047.0,17,15,0.8824,72,72,1.0,19,14,5,0,0,1123.1,12,17,9
945138,2025-04-25,2025,16,Urayasu D-Rocks,Toshiba Brave Lupus Tokyo,Y,19,61,L,3,215,173,0.8047,75,501.0,9,8,0.8889,104,80,0.7692,14,19,12,0,0,692.6,6,5,3
945139,2025-04-26,2025,16,BlackRams Tokyo,Saitama Wild Knights,N,21,27,L,3,160,133,0.8313,125,888.0,12,9,0.75,56,56,1.0,16,13,15,2,0,984.5,8,7,3
945141,2025-04-26,2025,16,Kobelco Kobe Steelers,Mitsubishi Sagamihara Dynaboars,Y,59,33,W,9,179,157,0.8771,135,1290.0,12,12,1.0,32,32,1.0,16,13,9,0,0,1032.5,17,14,9
945140,2025-04-26,2025,16,Kubota Spears,Mie Honda Heat,Y,39,20,W,6,137,130,0.9489,106,659.0,15,14,0.9333,48,48,1.0,13,12,9,0,0,904.1,7,10,6
945140,2025-04-26,2025,16,Mie Honda Heat,Kubota Spears,N,20,39,L,2,162,144,0.8889,83,399.0,16,16,1.0,48,40,0.8333,12,13,8,0,0,817.7,3,8,2
945141,2025-04-26,2025,16,Mitsubishi Sagamihara Dynaboars,Kobelco Kobe Steelers,N,33,59,L,5,170,140,0.8235,115,781.0,12,10,0.8333,48,40,0.8333,13,16,7,1,0,1005.6,6,9,5
945139,2025-04-26,2025,16,Saitama Wild Knights,BlackRams Tokyo,Y,27,21,W,3,195,160,0.8205,115,776.0,16,14,0.875,92,92,1.0,13,16,13,0,0,984.2,5,12,3
945142,2025-04-27,2025,16,Shizuoka BlueRevs,Yokohama Canon Eagles,Y,38,28,W,6,271,215,0.7934,111,790.0,15,15,1.0,47,39,0.8298,12,13,13,1,0,961.9,5,7,6
945143,2025-04-27,2025,16,Tokyo Sungoliath,Toyota Verblitz,N,45,28,W,7,204,175,0.8578,142,1041.0,18,18,1.0,56,56,1.0,13,19,10,1,0,1120.8,11,15,7
945143,2025-04-27,2025,16,Toyota Verblitz,Tokyo Sungoliath,Y,28,45,L,4,217,180,0.8295,138,970.0,11,9,0.8182,47,47,1.0,19,13,10,0,0,984.4,11,9,4
945142,2025-04-27,2025,16,Yokohama Canon Eagles,Shizuoka BlueRevs,N,28,38,L,4,200,163,0.815,167,1164.0,19,15,0.7895,32,16,0.5,13,12,14,0,0,1263.4,8,13,4
945146,2025-05-03,2025,17,BlackRams Tokyo,Tokyo Sungoliath,N,34,43,L,5,148,126,0.8514,115,757.0,13,11,0.8462,53,53,1.0,13,5,11,3,0,923.9,8,8,5
945144,2025-05-03,2025,17,Kubota Spears,Saitama Wild Knights,Y,29,29,D,4,203,175,0.8621,108,895.0,13,11,0.8462,40,32,0.8,18,11,4,0,0,1012.0,7,11,4
945145,2025-05-03,2025,17,Mitsubishi Sagamihara Dynaboars,Toshiba Brave Lupus Tokyo,Y,28,45,L,4,213,172,0.8075,84,514.0,10,5,0.5,103,103,1.0,9,13,14,1,0,604.4,8,9,4
945144,2025-05-03,2025,17,Saitama Wild Knights,Kubota Spears,N,29,29,D,4,162,142,0.8765,147,1023.0,4,4,1.0,88,72,0.8182,11,18,8,0,0,1132.0,5,7,4
945147,2025-05-03,2025,17,Shizuoka BlueRevs,Urayasu D-Rocks,Y,62,52,W,10,152,135,0.8882,127,1197.0,12,10,0.8333,24,24,1.0,9,10,13,0,0,959.3,8,15,10
945146,2025-05-03,2025,17,Tokyo Sungoliath,BlackRams Tokyo,Y,43,34,W,5,161,132,0.8199,118,794.0,16,15,0.9375,64,64,1.0,5,13,15,0,0,987.3,11,11,5
945145,2025-05-03,2025,17,Toshiba Brave Lupus Tokyo,Mitsubishi Sagamihara Dynaboars,N,45,28,W,7,104,80,0.7692,128,878.0,17,14,0.8235,49,49,1.0,13,9,8,0,0,1047.3,8,13,7
945147,2025-05-03,2025,17,Urayasu D-Rocks,Shizuoka BlueRevs,N,52,62,L,7,189,151,0.7989,102,884.0,13,11,0.8462,40,32,0.8,10,9,8,1,0,820.4,5,11,7
945149,2025-05-04,2025,17,Kobelco Kobe Steelers,Yokohama Canon Eagles,N,47,29,W,7,170,143,0.8412,121,897.0,19,18,0.9474,80,64,0.8,14,17,13,0,0,856.3,9,13,7
945148,2025-05-04,2025,17,Mie Honda Heat,Toyota Verblitz,Y,30,38,L,4,144,119,0.8264,140,1064.0,15,14,0.9333,85,85,1.0,9,13,11,1,0,1213.9,3,13,4
945148,2025-05-04,2025,17,Toyota Verblitz,Mie Honda Heat,N,38,30,W,6,192,177,0.9219,91,816.0,15,13,0.8667,24,16,0.6667,13,9,15,1,0,794.8,8,10,6
945149,2025-05-04,2025,17,Yokohama Canon Eagles,Kobelco Kobe Steelers,Y,29,47,L,5,151,126,0.8344,127,1035.0,12,9,0.75,24,24,1.0,17,14,13,3,0,969.3,11,11,5
945150,2025-05-09,2025,18,Mitsubishi Sagamihara Dynaboars,Urayasu D-Rocks,N,21,34,L,3,136,116,0.8529,111,778.0,18,12,0.6667,80,56,0.7,10,15,15,0,0,987.4,9,8,3
945150,2025-05-09,2025,18,Urayasu D-Rocks,Mitsubishi Sagamihara Dynaboars,Y,34,21,W,4,174,141,0.8103,90,613.0,19,17,0.8947,48,48,1.0,15,10,14,0,0,942.7,8,13,4
945152,2025-05-10,2025,18,Kobelco Kobe Steelers,Shizuoka BlueRevs,Y,23,29,L,2,151,126,0.8344,117,1072.0,10,10,1.0,63,39,0.619,19,12,18,2,0,932.0,9,11,2
945154,2025-05-10,2025,18,Kubota Spears,Toyota Verblitz,N,37,14,W,5,195,179,0.9179,131,792.0,16,14,0.875,54,46,0.8519,8,16,9,1,0,1159.0,5,11,5
945151,2025-05-10,2025,18,Saitama Wild Knights,Tokyo Sungoliath,Y,60,17,W,8,206,172,0.835,108,871.0,15,14,0.9333,56,48,0.8571,6,18,9,0,0,973.5,13,13,8
945152,2025-05-10,2025,18,Shizuoka BlueRevs,Kobelco Kobe Steelers,N,29,23,W,4,178,150,0.8427,102,914.0,23,16,0.6957,64,64,1.0,12,19,13,1,0,882.4,9,12,4
945151,2025-05-10,2025,18,Tokyo Sungoliath,Saitama Wild Knights,N,17,60,L,2,148,114,0.7703,120,866.0,18,18,1.0,40,32,0.8,18,6,9,2,0,1151.5,6,7,2
945153,2025-05-10,2025,18,Toshiba Brave Lupus Tokyo,Yokohama Canon Eagles,Y,49,28,W,7,172,147,0.8547,85,474.0,21,20,0.9524,40,40,1.0,10,13,10,0,0,796.0,4,13,7
945154,2025-05-10,2025,18,Toyota Verblitz,Kubota Spears,Y,14,37,L,2,205,175,0.8537,116,585.0,17,15,0.8824,40,40,1.0,16,8,15,0,0,968.0,4,11,2
945153,2025-05-10,2025,18,Yokohama Canon Eagles,Toshiba Brave Lupus Tokyo,N,28,49,L,4,130,117,0.9,112,662.0,19,17,0.8947,16,16,1.0,13,10,12,1,0,1031.8,5,13,4
945155,2025-05-11,2025,18,BlackRams Tokyo,Mie Honda Heat,Y,67,22,W,11,85,76,0.8941,129,1254.0,17,16,0.9412,48,40,0.8333,12,7,6,0,0,1043.5,17,15,11
945155,2025-05-11,2025,18,Mie Honda Heat,BlackRams Tokyo,N,22,67,L,4,206,157,0.7621,69,510.0,12,9,0.75,64,64,1.0,7,12,14,1,0,618.4,7,9,4
945156,2025-05-17,2025,19,Kobelco Kobe Steelers,Shizuoka BlueRevs,N,35,20,W,4,139,120,0.8633,116,851.0,14,13,0.9286,72,64,0.8889,16,12,11,0,0,918.2,6,13,4
945156,2025-05-17,2025,19,Shizuoka BlueRevs,Kobelco Kobe Steelers,Y,20,35,L,2,190,161,0.8474,92,650.0,8,6,0.75,88,72,0.8182,12,16,18,1,0,772.9,2,6,2
945157,2025-05-18,2025,19,Kubota Spears,Tokyo Sungoliath,Y,20,15,W,2,134,117,0.8731,105,589.0,15,12,0.8,112,112,1.0,11,13,9,0,0,995.6,2,9,2
945157,2025-05-18,2025,19,Tokyo Sungoliath,Kubota Spears,N,15,20,L,2,158,137,0.8671,95,583.0,14,14,1.0,40,40,1.0,13,11,15,0,0,817.2,4,6,2
945158,2025-05-24,2025,20,Kobelco Kobe Steelers,Toshiba Brave Lupus Tokyo,N,3,31,L,0,180,149,0.8278,95,861.0,11,7,0.6364,78,70,0.8974,16,11,14,1,0,773.5,4,6,0
945158,2025-05-24,2025,20,Toshiba Brave Lupus Tokyo,Kobelco Kobe Steelers,Y,31,3,W,4,157,131,0.8344,113,817.0,19,16,0.8421,88,88,1.0,11,16,8,0,0,934.5,6,12,4
945159,2025-05-25,2025,20,Kubota Spears,Saitama Wild Knights,N,28,24,W,3,206,184,0.8932,89,532.0,12,9,0.75,72,72,1.0,9,13,7,0,0,825.1,4,6,3
945159,2025-05-25,2025,20,Saitama Wild Knights,Kubota Spears,Y,24,28,L,3,132,118,0.8939,136,928.0,16,14,0.875,56,48,0.8571,13,9,13,0,0,1039.4,4,10,3
945160,2025-05-31,2025,21,Kobelco Kobe Steelers,Saitama Wild Knights,Y,22,17,W,3,156,131,0.8397,126,627.0,13,11,0.8462,96,88,0.9167,10,16,9,0,0,1042.1,4,10,3
945160,2025-05-31,2025,21,Saitama Wild Knights,Kobelco Kobe Steelers,N,17,22,L,2,216,186,0.8611,104,548.0,9,7,0.7778,96,96,1.0,16,10,7,0,0,832.1,4,7,2
945161,2025-06-01,2025,22,Kubota Spears,Toshiba Brave Lupus Tokyo,N,13,18,L,1,204,171,0.8382,104,598.0,9,6,0.6667,64,64,1.0,10,11,10,1,0,925.8,3,5,1
945161,2025-06-01,2025,22,Toshiba Brave Lupus Tokyo,Kubota Spears,Y,18,13,W,2,161,136,0.8447,124,729.0,16,14,0.875,64,64,1.0,11,10,9,0,0,1022.0,11,9,2
